Date, Requests
2013-07-13-20,67409759
2013-07-13-21,67670707
2013-07-13-22,65959847
2013-07-13-23,60117758
2013-07-14-0,54071520
2013-07-14-1,51513765
2013-07-14-2,51292335
2013-07-14-3,51174226
2013-07-14-4,50214025
2013-07-14-5,48627270
2013-07-14-6,49149250
2013-07-14-7,50725061
2013-07-14-8,51661277
2013-07-14-9,54756164
2013-07-14-10,57353354
2013-07-14-11,58738146
2013-07-14-12,61908478
2013-07-14-13,66359676
2013-07-14-14,71342006
2013-07-14-15,74905739
2013-07-14-16,76776051
2013-07-14-17,76078956
2013-07-14-18,75527980
2013-07-14-19,76300939
2013-07-14-20,77492629
2013-07-14-21,77622853
2013-07-14-22,73561240
2013-07-14-23,66910088
2013-07-15-0,59673289
2013-07-15-1,58099985
2013-07-15-2,58360633
2013-07-15-3,59017643
2013-07-15-4,56578792
2013-07-15-5,53983282
2013-07-15-6,53342508
2013-07-15-7,55858198
2013-07-15-8,58827065
2013-07-15-9,62013361
2013-07-15-10,64485715
2013-07-15-11,65052666
2013-07-15-12,69936791
2013-07-15-13,76934219
2013-07-15-14,82026069
2013-07-15-15,84715741
2013-07-15-16,82415449
2013-07-15-17,79161420
2013-07-15-18,77604531
2013-07-15-19,79365199
2013-07-15-20,82180854
2013-07-15-21,80651321
2013-07-15-22,74715610
2013-07-15-23,65345682
2013-07-16-0,58944292
2013-07-16-1,56591994
2013-07-16-2,57497274
2013-07-16-3,58181590
2013-07-16-4,55874971
2013-07-16-5,52413619
2013-07-16-6,51789036
2013-07-16-7,54343868
2013-07-16-8,57588577
2013-07-16-9,60445168
2013-07-16-10,63337764
2013-07-16-11,63979625
2013-07-16-12,68800191
2013-07-16-13,75760233
2013-07-16-14,81107434
2013-07-16-15,82210473
2013-07-16-16,79358651
2013-07-16-17,76296831
2013-07-16-18,75377352
2013-07-16-19,76697678
2013-07-16-20,78382361
2013-07-16-21,78914689
2013-07-16-22,81140315
2013-07-16-23,72069005
2013-07-17-0,65012267
2013-07-17-1,63271394
2013-07-17-2,64274564
2013-07-17-3,65217891
2013-07-17-4,63156493
2013-07-17-5,59348993
2013-07-17-6,58051836
2013-07-17-7,60040889
2013-07-17-8,63018952
2013-07-17-9,65968702
2013-07-17-10,68002345
2013-07-17-11,68790082
2013-07-17-12,73974278
2013-07-17-13,80469477
2013-07-17-14,86968774
2013-07-17-15,87896942
2013-07-17-16,85632493
2013-07-17-17,82487648
2013-07-17-18,80898607
2013-07-17-19,81999782
2013-07-17-20,83995799
2013-07-17-21,85404318
2013-07-17-22,81320094
2013-07-17-23,72261411
2013-07-18-0,65775668
2013-07-18-1,63391136
2013-07-18-2,64530865
2013-07-18-3,66059014
2013-07-18-4,64360255
2013-07-18-5,60338258
2013-07-18-6,59644260
2013-07-18-7,62185074
2013-07-18-8,65435369
2013-07-18-9,67807099
2013-07-18-10,70205876
2013-07-18-11,71000915
2013-07-18-12,76865879
2013-07-18-13,84052871
2013-07-18-14,90665960
2013-07-18-15,93114000
2013-07-18-16,90597959
2013-07-18-17,87449509
2013-07-18-18,85696307
2013-07-18-19,86953943
2013-07-18-20,89460506
2013-07-18-21,89639444
2013-07-18-22,83765353
2013-07-18-23,74527355
2013-07-19-0,67427943
2013-07-19-1,64330772
2013-07-19-2,65489321
2013-07-19-3,66803471
2013-07-19-4,64759415
2013-07-19-5,61037215
2013-07-19-6,60149396
2013-07-19-7,62937334
2013-07-19-8,65810557
2013-07-19-9,67714218
2013-07-19-10,69497255
2013-07-19-11,69627204
2013-07-19-12,74122852
2013-07-19-13,82686744
2013-07-19-14,88865542
2013-07-19-15,90136107
2013-07-19-16,88474917
2013-07-19-17,85445106
2013-07-19-18,83324321
2013-07-19-19,83492565
2013-07-19-20,84733590
2013-07-19-21,84936202
2013-07-19-22,79892732
2013-07-19-23,71728337
2013-07-20-0,64638620
2013-07-20-1,60719853
2013-07-20-2,60774726
2013-07-20-3,61483737
2013-07-20-4,60063303
2013-07-20-5,58149249
2013-07-20-6,56711493
2013-07-20-7,56855345
2013-07-20-8,58446084
2013-07-20-9,60154213
2013-07-20-10,61734966
2013-07-20-11,63197788
2013-07-20-12,67552759
2013-07-20-13,74688486
2013-07-20-14,80456534
2013-07-20-15,84577675
2013-07-20-16,85307711
2013-07-20-17,83619467
2013-07-20-18,82197497
2013-07-20-19,82364304
2013-07-20-20,84269665
2013-07-20-21,85085449
2013-07-20-22,81642114
2013-07-20-23,74934114
2013-07-21-0,68399677
2013-07-21-1,64978936
2013-07-21-2,64437633
2013-07-21-3,66061477
2013-07-21-4,64049458
2013-07-21-5,62633738
2013-07-21-6,61247704
2013-07-21-7,61092401
2013-07-21-8,63339925
2013-07-21-9,66134273
2013-07-21-10,68630038
2013-07-21-11,70247817
2013-07-21-12,75194076
2013-07-21-13,81819524
2013-07-21-14,87586619
2013-07-21-15,91810649
2013-07-21-16,92149124
2013-07-21-17,91776055
2013-07-21-18,91644200
2013-07-21-19,92714962
2013-07-21-20,93976290
2013-07-21-21,95509700
2013-07-21-22,90453653
2013-07-21-23,82472435
2013-07-22-0,75324684
2013-07-22-1,72720573
2013-07-22-2,73722894
2013-07-22-3,74790719
2013-07-22-4,72567057
2013-07-22-5,68325428
2013-07-22-6,66870631
2013-07-22-7,69476444
2013-07-22-8,72970344
2013-07-22-9,75418474
2013-07-22-10,78062582
2013-07-22-11,79010544
2013-07-22-12,84319810
2013-07-22-13,89046321
2013-07-22-14,99342154
2013-07-22-15,100589599
2013-07-22-16,99156393
2013-07-22-17,95611421
2013-07-22-18,94482943
2013-07-22-19,95909539
2013-07-22-20,97452902
2013-07-22-21,97413381
2013-07-22-22,94244469
2013-07-22-23,83306976
2013-07-23-0,75462705
2013-07-23-1,72598695
2013-07-23-2,73684875
2013-07-23-3,73631163
2013-07-23-4,70862258
2013-07-23-5,66439381
2013-07-23-6,66398726
2013-07-23-7,71531740
2013-07-23-8,74202955
2013-07-23-9,74348132
2013-07-23-10,77235825
2013-07-23-11,78683151
2013-07-23-12,85329460
2013-07-23-13,94376698
2013-07-23-14,97664349
2013-07-23-15,2873994
2013-07-23-16,51079548
2013-07-23-17,92519891
2013-07-23-18,92418242
2013-07-23-19,85037297
2013-07-23-20,40461498
2013-07-23-21,0
2013-07-23-22,0
2013-07-23-23,0
2013-07-24-0,0
2013-07-24-1,0
2013-07-24-2,0
2013-07-24-3,0
2013-07-24-4,0
2013-07-24-5,0
2013-07-24-6,0
2013-07-24-7,0
2013-07-24-8,0
2013-07-24-9,0
2013-07-24-10,0
2013-07-24-11,0
2013-07-24-12,0
2013-07-24-13,0
2013-07-24-14,0
2013-07-24-15,63127779
2013-07-24-16,85753256
2013-07-24-17,81856078
2013-07-24-18,80905393
2013-07-24-19,81264450
2013-07-24-20,83446222
2013-07-24-21,83736011
2013-07-24-22,79570313
2013-07-24-23,73643468
2013-07-25-0,67255879
2013-07-25-1,65347670
2013-07-25-2,66092574
2013-07-25-3,66996556
2013-07-25-4,64993901
2013-07-25-5,63245663
2013-07-25-6,62089023
2013-07-25-7,64553358
2013-07-25-8,67149750
2013-07-25-9,69523906
2013-07-25-10,70975581
2013-07-25-11,71166073
2013-07-25-12,75931576
2013-07-25-13,80903759
2013-07-25-14,84766182
2013-07-25-15,85216265
2013-07-25-16,85038326
2013-07-25-17,81585347
2013-07-25-18,79990903
2013-07-25-19,80705053
2013-07-25-20,81131347
2013-07-25-21,81440885
2013-07-25-22,77722041
2013-07-25-23,70839416
2013-07-26-0,66637414
2013-07-26-1,64668678
2013-07-26-2,64860304
2013-07-26-3,65175987
2013-07-26-4,63882789
2013-07-26-5,60638155
2013-07-26-6,59533154
2013-07-26-7,62167079
2013-07-26-8,63979181
2013-07-26-9,65186368
2013-07-26-10,66760607
2013-07-26-11,67680711
2013-07-26-12,72088564
2013-07-26-13,76786425
2013-07-26-14,81474805
2013-07-26-15,83026036
2013-07-26-16,81335502
2013-07-26-17,78967782
2013-07-26-18,76613325
2013-07-26-19,76791892
2013-07-26-20,77604705
2013-07-26-21,76751745
2013-07-26-22,73106888
2013-07-26-23,68050919
2013-07-27-0,62884442
2013-07-27-1,60156110
2013-07-27-2,60134087
2013-07-27-3,60164851
2013-07-27-4,57887557
2013-07-27-5,57639166
2013-07-27-6,55872636
2013-07-27-7,55767495
2013-07-27-8,56439957
2013-07-27-9,59184762
2013-07-27-10,59871159
2013-07-27-11,61225990
2013-07-27-12,64658759
2013-07-27-13,70036668
2013-07-27-14,74389889
2013-07-27-15,77399768
2013-07-27-16,78474577
2013-07-27-17,77716862
2013-07-27-18,75867968
2013-07-27-19,75473561
2013-07-27-20,75748315
2013-07-27-21,76249161
2013-07-27-22,73680708
2013-07-27-23,69506311
2013-07-28-0,64199227
2013-07-28-1,61697418
2013-07-28-2,61605982
2013-07-28-3,62232105
2013-07-28-4,62350260
2013-07-28-5,60230572
2013-07-28-6,58126821
2013-07-28-7,58283671
2013-07-28-8,60254082
2013-07-28-9,63117822
2013-07-28-10,65719891
2013-07-28-11,67389817
2013-07-28-12,72316097
2013-07-28-13,75521286
2013-07-28-14,80104663
2013-07-28-15,84212742
2013-07-28-16,85155584
2013-07-28-17,84301963
2013-07-28-18,83344273
2013-07-28-19,83368373
2013-07-28-20,84209653
2013-07-28-21,84630261
2013-07-28-22,81602003
2013-07-28-23,75077467
2013-07-29-0,69862959
2013-07-29-1,68377606
2013-07-29-2,69637627
2013-07-29-3,69541384
2013-07-29-4,67975809
2013-07-29-5,64735527
2013-07-29-6,62749181
2013-07-29-7,65538617
2013-07-29-8,68228164
2013-07-29-9,70445985
2013-07-29-10,72639461
2013-07-29-11,74078525
2013-07-29-12,78072542
2013-07-29-13,83433195
2013-07-29-14,87413276
2013-07-29-15,88762187
2013-07-29-16,87056905
2013-07-29-17,85184484
2013-07-29-18,84151588
2013-07-29-19,85086302
2013-07-29-20,85639611
2013-07-29-21,85193647
2013-07-29-22,80895692
2013-07-29-23,73622306
2013-07-30-0,67669450
2013-07-30-1,66749038
2013-07-30-2,66609041
2013-07-30-3,67928428
2013-07-30-4,66182165
2013-07-30-5,63757513
2013-07-30-6,61118005
2013-07-30-7,63300985
2013-07-30-8,66201030
2013-07-30-9,68911897
2013-07-30-10,71254535
2013-07-30-11,72320652
2013-07-30-12,76592104
2013-07-30-13,82643869
2013-07-30-14,86096237
2013-07-30-15,88193043
2013-07-30-16,85717317
2013-07-30-17,83836533
2013-07-30-18,82767050
2013-07-30-19,83708071
2013-07-30-20,84888924
2013-07-30-21,85946555
2013-07-30-22,81200066
2013-07-30-23,73829192
2013-07-31-0,68074445
2013-07-31-1,66756219
2013-07-31-2,67377841
2013-07-31-3,67598816
2013-07-31-4,66119387
2013-07-31-5,62550003
2013-07-31-6,61305431
2013-07-31-7,63111528
2013-07-31-8,66794246
2013-07-31-9,68674114
2013-07-31-10,70740246
2013-07-31-11,71727251
2013-07-31-12,76600654
2013-07-31-13,82185344
2013-07-31-14,85171851
2013-07-31-15,86124076
2013-07-31-16,84330136
2013-07-31-17,81731230
2013-07-31-18,80453393
2013-07-31-19,81199899
2013-07-31-20,83072161
2013-07-31-21,81767469
2013-07-31-22,78997812
2013-07-31-23,71808563
2013-08-01-0,65889585
2013-08-01-1,64465438
2013-08-01-2,64987051
2013-08-01-3,65393677
2013-08-01-4,63197332
2013-08-01-5,61422507
2013-08-01-6,59783114
2013-08-01-7,62706826
2013-08-01-8,64589203
2013-08-01-9,66695730
2013-08-01-10,68403820
2013-08-01-11,69414287
2013-08-01-12,73187994
2013-08-01-13,79020393
2013-08-01-14,83499326
2013-08-01-15,83478564
2013-08-01-16,83291735
2013-08-01-17,79532576
2013-08-01-18,77754007
2013-08-01-19,78090275
2013-08-01-20,80140032
2013-08-01-21,80486432
2013-08-01-22,76774004
2013-08-01-23,71141947
2013-08-02-0,64571173
2013-08-02-1,62686436
2013-08-02-2,63868861
2013-08-02-3,65556515
2013-08-02-4,63662495
2013-08-02-5,60531661
2013-08-02-6,59205471
2013-08-02-7,61015952
2013-08-02-8,63410307
2013-08-02-9,64885216
2013-08-02-10,66291254
2013-08-02-11,66894286
2013-08-02-12,71844972
2013-08-02-13,77399683
2013-08-02-14,80703846
2013-08-02-15,82431073
2013-08-02-16,81742863
2013-08-02-17,78253093
2013-08-02-18,76586983
2013-08-02-19,76406138
2013-08-02-20,76467650
2013-08-02-21,77195304
2013-08-02-22,74079238
2013-08-02-23,68211509
2013-08-03-0,62856859
2013-08-03-1,60419988
2013-08-03-2,60827918
2013-08-03-3,60833272
2013-08-03-4,59431195
2013-08-03-5,57732286
2013-08-03-6,55332504
2013-08-03-7,55903295
2013-08-03-8,57291170
2013-08-03-9,59246668
2013-08-03-10,60565483
2013-08-03-11,60999275
2013-08-03-12,64681138
2013-08-03-13,70242146
2013-08-03-14,73999916
2013-08-03-15,77354105
2013-08-03-16,78301149
2013-08-03-17,76930552
2013-08-03-18,75150685
2013-08-03-19,75502627
2013-08-03-20,75926202
2013-08-03-21,76314658
2013-08-03-22,73929735
2013-08-03-23,69359231
2013-08-04-0,63129304
2013-08-04-1,61817865
2013-08-04-2,61435069
2013-08-04-3,62394340
2013-08-04-4,60854469
2013-08-04-5,58511253
2013-08-04-6,57414186
2013-08-04-7,57789993
2013-08-04-8,59535031
2013-08-04-9,62088144
2013-08-04-10,65244500
2013-08-04-11,65863245
2013-08-04-12,70041017
2013-08-04-13,74404799
2013-08-04-14,79270688
2013-08-04-15,82962630
2013-08-04-16,83100863
2013-08-04-17,81329847
2013-08-04-18,80024168
2013-08-04-19,83636110
2013-08-04-20,83255596
2013-08-04-21,84078954
2013-08-04-22,80690688
2013-08-04-23,73973599
2013-08-05-0,68298509
2013-08-05-1,67363163
2013-08-05-2,68119514
2013-08-05-3,68839814
2013-08-05-4,67108242
2013-08-05-5,63241025
2013-08-05-6,62135157
2013-08-05-7,63614218
2013-08-05-8,67123876
2013-08-05-9,69430924
2013-08-05-10,71714265
2013-08-05-11,72374540
2013-08-05-12,76883353
2013-08-05-13,82837583
2013-08-05-14,85599065
2013-08-05-15,86586946
2013-08-05-16,85187923
2013-08-05-17,82602392
2013-08-05-18,81345462
2013-08-05-19,82727409
2013-08-05-20,82935058
2013-08-05-21,83256798
2013-08-05-22,80246571
2013-08-05-23,74109275
2013-08-06-0,67743896
2013-08-06-1,66605403
2013-08-06-2,68357349
2013-08-06-3,69338778
2013-08-06-4,67026152
2013-08-06-5,63011226
2013-08-06-6,61467118
2013-08-06-7,64145625
2013-08-06-8,66768960
2013-08-06-9,69170266
2013-08-06-10,70992775
2013-08-06-11,72244289
2013-08-06-12,76861886
2013-08-06-13,82129534
2013-08-06-14,85506777
2013-08-06-15,87682563
2013-08-06-16,86613545
2013-08-06-17,82503481
2013-08-06-18,81893566
2013-08-06-19,81374350
2013-08-06-20,83050880
2013-08-06-21,83368310
2013-08-06-22,79522310
2013-08-06-23,72019396
2013-08-07-0,67355967
2013-08-07-1,65192901
2013-08-07-2,66559235
2013-08-07-3,67139983
2013-08-07-4,65808484
2013-08-07-5,61711934
2013-08-07-6,60637776
2013-08-07-7,63661468
2013-08-07-8,66750048
2013-08-07-9,68631591
2013-08-07-10,70491428
2013-08-07-11,70920455
2013-08-07-12,76035904
2013-08-07-13,79797802
2013-08-07-14,84793653
2013-08-07-15,86070804
2013-08-07-16,85108160
2013-08-07-17,81569948
2013-08-07-18,81806809
2013-08-07-19,81338911
2013-08-07-20,82644904
2013-08-07-21,83658927
2013-08-07-22,78397528
2013-08-07-23,71138813
2013-08-08-0,67116112
2013-08-08-1,65467115
2013-08-08-2,66404633
2013-08-08-3,65849686
2013-08-08-4,63092585
2013-08-08-5,61089438
2013-08-08-6,60286393
2013-08-08-7,62613512
2013-08-08-8,65478283
2013-08-08-9,67414068
2013-08-08-10,67976752
2013-08-08-11,68744290
2013-08-08-12,73315000
2013-08-08-13,78743199
2013-08-08-14,82538096
2013-08-08-15,84363358
2013-08-08-16,83445750
2013-08-08-17,80263928
2013-08-08-18,80334689
2013-08-08-19,79938433
2013-08-08-20,81883234
2013-08-08-21,82087021
2013-08-08-22,77200634
2013-08-08-23,71031482
2013-08-09-0,65271867
2013-08-09-1,64474783
2013-08-09-2,64285039
2013-08-09-3,64518077
2013-08-09-4,62372647
2013-08-09-5,59760070
2013-08-09-6,58394070
2013-08-09-7,61034179
2013-08-09-8,63877158
2013-08-09-9,66461778
2013-08-09-10,67326144
2013-08-09-11,68719886
2013-08-09-12,73109049
2013-08-09-13,78732252
2013-08-09-14,82016214
2013-08-09-15,83902017
2013-08-09-16,82419597
2013-08-09-17,79786580
2013-08-09-18,78327152
2013-08-09-19,77648831
2013-08-09-20,78780932
2013-08-09-21,78529624
2013-08-09-22,74281745
2013-08-09-23,67930662
2013-08-10-0,62586992
2013-08-10-1,59236885
2013-08-10-2,59897349
2013-08-10-3,59598845
2013-08-10-4,57736295
2013-08-10-5,55209841
2013-08-10-6,54149060
2013-08-10-7,54778935
2013-08-10-8,55781697
2013-08-10-9,57108076
2013-08-10-10,59298326
2013-08-10-11,60815952
2013-08-10-12,66438449
2013-08-10-13,70559674
2013-08-10-14,73151965
2013-08-10-15,77348173
2013-08-10-16,78297426
2013-08-10-17,76445947
2013-08-10-18,76272431
2013-08-10-19,75297728
2013-08-10-20,76759951
2013-08-10-21,77470747
2013-08-10-22,75175591
2013-08-10-23,68528447
2013-08-11-0,63251818
2013-08-11-1,61617144
2013-08-11-2,61190696
2013-08-11-3,61917552
2013-08-11-4,60119149
2013-08-11-5,58875774
2013-08-11-6,57047083
2013-08-11-7,56878479
2013-08-11-8,59688283
2013-08-11-9,62497430
2013-08-11-10,63201382
2013-08-11-11,64367703
2013-08-11-12,68859570
2013-08-11-13,73411618
2013-08-11-14,78125165
2013-08-11-15,84028697
2013-08-11-16,84568464
2013-08-11-17,83721317
2013-08-11-18,82560284
2013-08-11-19,84393432
2013-08-11-20,86097642
2013-08-11-21,84666167
2013-08-11-22,82794285
2013-08-11-23,75873997
2013-08-12-0,70739192
2013-08-12-1,69784140
2013-08-12-2,69977342
2013-08-12-3,70035343
2013-08-12-4,67102158
2013-08-12-5,64965348
2013-08-12-6,63268374
2013-08-12-7,65668495
2013-08-12-8,68486637
2013-08-12-9,70524350
2013-08-12-10,71699182
2013-08-12-11,73201004
2013-08-12-12,78948811
2013-08-12-13,84355237
2013-08-12-14,88584874
2013-08-12-15,89182526
2013-08-12-16,87885497
2013-08-12-17,85828211
2013-08-12-18,84891300
2013-08-12-19,85958359
2013-08-12-20,86433623
2013-08-12-21,86410196
2013-08-12-22,81620968
2013-08-12-23,75055171
2013-08-13-0,69216518
2013-08-13-1,68316963
2013-08-13-2,69586196
2013-08-13-3,69344068
2013-08-13-4,65693322
2013-08-13-5,62735706
2013-08-13-6,61606216
2013-08-13-7,63880894
2013-08-13-8,67108680
2013-08-13-9,69413870
2013-08-13-10,71692575
2013-08-13-11,72169942
2013-08-13-12,77288843
2013-08-13-13,83086203
2013-08-13-14,88121118
2013-08-13-15,88707994
2013-08-13-16,86748084
2013-08-13-17,84733469
2013-08-13-18,84273502
2013-08-13-19,84447754
2013-08-13-20,85299129
2013-08-13-21,84961842
2013-08-13-22,79742146
2013-08-13-23,72823840
2013-08-14-0,68783378
2013-08-14-1,68006257
2013-08-14-2,69283489
2013-08-14-3,68966451
2013-08-14-4,66120647
2013-08-14-5,62852444
2013-08-14-6,61116827
2013-08-14-7,64458948
2013-08-14-8,66794208
2013-08-14-9,69396892
2013-08-14-10,70357148
2013-08-14-11,73109444
2013-08-14-12,77506646
2013-08-14-13,79627629
2013-08-14-14,81428193
2013-08-14-15,81900875
2013-08-14-16,80500199
2013-08-14-17,79353450
2013-08-14-18,77728242
2013-08-14-19,78280315
2013-08-14-20,80489447
2013-08-14-21,80001240
2013-08-14-22,74846179
2013-08-14-23,67847630
2013-08-15-0,62540653
2013-08-15-1,60404513
2013-08-15-2,61090082
2013-08-15-3,60383258
2013-08-15-4,57773867
2013-08-15-5,55389206
2013-08-15-6,54821438
2013-08-15-7,58224437
2013-08-15-8,61734438
2013-08-15-9,63830474
2013-08-15-10,64738870
2013-08-15-11,66274451
2013-08-15-12,70675887
2013-08-15-13,75631294
2013-08-15-14,78354464
2013-08-15-15,80003689
2013-08-15-16,78043650
2013-08-15-17,77286095
2013-08-15-18,77166067
2013-08-15-19,76224670
2013-08-15-20,78020827
2013-08-15-21,79388374
2013-08-15-22,74410990
2013-08-15-23,67262991
2013-08-16-0,61759824
2013-08-16-1,59700959
2013-08-16-2,60128059
2013-08-16-3,60023446
2013-08-16-4,56856595
2013-08-16-5,54625474
2013-08-16-6,54808485
2013-08-16-7,58750649
2013-08-16-8,61484527
2013-08-16-9,64711069
2013-08-16-10,65085171
2013-08-16-11,66274982
2013-08-16-12,71316018
2013-08-16-13,75773903
2013-08-16-14,79658606
2013-08-16-15,80034404
2013-08-16-16,79660361
2013-08-16-17,77628241
2013-08-16-18,75740841
2013-08-16-19,76025236
2013-08-16-20,77472905
2013-08-16-21,75781118
2013-08-16-22,72130365
2013-08-16-23,63364721
2013-08-17-0,59283421
2013-08-17-1,56104509
2013-08-17-2,55197414
2013-08-17-3,54198308
2013-08-17-4,52874007
2013-08-17-5,51218974
2013-08-17-6,50363744
2013-08-17-7,52046745
2013-08-17-8,54619280
2013-08-17-9,57860538
2013-08-17-10,59308701
2013-08-17-11,60683720
2013-08-17-12,64059343
2013-08-17-13,68671917
2013-08-17-14,71480749
2013-08-17-15,74038794
2013-08-17-16,73867129
2013-08-17-17,73191327
2013-08-17-18,72220070
2013-08-17-19,72597579
2013-08-17-20,73913449
2013-08-17-21,75032436
2013-08-17-22,72350975
2013-08-17-23,66220396
2013-08-18-0,60316930
2013-08-18-1,57160862
2013-08-18-2,56459320
2013-08-18-3,56225305
2013-08-18-4,55069702
2013-08-18-5,53432846
2013-08-18-6,52958823
2013-08-18-7,54369572
2013-08-18-8,57939898
2013-08-18-9,61540567
2013-08-18-10,64258086
2013-08-18-11,64894275
2013-08-18-12,69897796
2013-08-18-13,77826803
2013-08-18-14,80379526
2013-08-18-15,85118241
2013-08-18-16,86062931
2013-08-18-17,83249465
2013-08-18-18,83620964
2013-08-18-19,84174676
2013-08-18-20,85973068
2013-08-18-21,85193279
2013-08-18-22,80747794
2013-08-18-23,73046731
2013-08-19-0,67203609
2013-08-19-1,67909357
2013-08-19-2,68032344
2013-08-19-3,67339121
2013-08-19-4,65678993
2013-08-19-5,62312559
2013-08-19-6,61198848
2013-08-19-7,64082060
2013-08-19-8,68042589
2013-08-19-9,70325700
2013-08-19-10,72897603
2013-08-19-11,75287653
2013-08-19-12,79501516
2013-08-19-13,85660157
2013-08-19-14,89625611
2013-08-19-15,89068493
2013-08-19-16,87127414
2013-08-19-17,84560261
2013-08-19-18,84704426
2013-08-19-19,85046279
2013-08-19-20,87514200
2013-08-19-21,86091261
2013-08-19-22,82869064
2013-08-19-23,74737696
2013-08-20-0,68822831
2013-08-20-1,68690202
2013-08-20-2,69443962
2013-08-20-3,68076109
2013-08-20-4,64643783
2013-08-20-5,60713674
2013-08-20-6,59136309
2013-08-20-7,61612296
2013-08-20-8,65418992
2013-08-20-9,67622498
2013-08-20-10,69172336
2013-08-20-11,71679029
2013-08-20-12,76716080
2013-08-20-13,82079619
2013-08-20-14,85342903
2013-08-20-15,87088084
2013-08-20-16,83718221
2013-08-20-17,81897547
2013-08-20-18,82237062
2013-08-20-19,82215021
2013-08-20-20,84469401
2013-08-20-21,84490059
2013-08-20-22,79819657
2013-08-20-23,73519131
2013-08-21-0,68542824
2013-08-21-1,66828013
2013-08-21-2,68473204
2013-08-21-3,67009052
2013-08-21-4,64496344
2013-08-21-5,61098568
2013-08-21-6,59552972
2013-08-21-7,62179488
2013-08-21-8,65771990
2013-08-21-9,67525970
2013-08-21-10,69869568
2013-08-21-11,71208416
2013-08-21-12,77171507
2013-08-21-13,81359461
2013-08-21-14,85606190
2013-08-21-15,87086241
2013-08-21-16,84916468
2013-08-21-17,81738754
2013-08-21-18,80238579
2013-08-21-19,81345240
2013-08-21-20,83467951
2013-08-21-21,83529608
2013-08-21-22,79282213
2013-08-21-23,72467126
2013-08-22-0,67923272
2013-08-22-1,65747615
2013-08-22-2,66939698
2013-08-22-3,66876321
2013-08-22-4,64481149
2013-08-22-5,60459406
2013-08-22-6,59139441
2013-08-22-7,62404398
2013-08-22-8,66263724
2013-08-22-9,67971514
2013-08-22-10,68999111
2013-08-22-11,70561476
2013-08-22-12,76657355
2013-08-22-13,81304299
2013-08-22-14,85210863
2013-08-22-15,86935698
2013-08-22-16,84031840
2013-08-22-17,81925504
2013-08-22-18,79935478
2013-08-22-19,81003864
2013-08-22-20,82873927
2013-08-22-21,83678957
2013-08-22-22,79250281
2013-08-22-23,72582835
2013-08-23-0,67336320
2013-08-23-1,65084894
2013-08-23-2,65787551
2013-08-23-3,65663862
2013-08-23-4,62842962
2013-08-23-5,59280501
2013-08-23-6,58063341
2013-08-23-7,60771924
2013-08-23-8,63425111
2013-08-23-9,66000834
2013-08-23-10,67035160
2013-08-23-11,67826137
2013-08-23-12,72779285
2013-08-23-13,78525119
2013-08-23-14,82466895
2013-08-23-15,83204201
2013-08-23-16,81422019
2013-08-23-17,78796986
2013-08-23-18,77165315
2013-08-23-19,77206041
2013-08-23-20,78639838
2013-08-23-21,78658340
2013-08-23-22,73887761
2013-08-23-23,67206889
2013-08-24-0,60562532
2013-08-24-1,58090557
2013-08-24-2,58386828
2013-08-24-3,58918979
2013-08-24-4,57051658
2013-08-24-5,55395698
2013-08-24-6,53869406
2013-08-24-7,53974340
2013-08-24-8,55817772
2013-08-24-9,58651003
2013-08-24-10,59897285
2013-08-24-11,61261777
2013-08-24-12,64779311
2013-08-24-13,70617825
2013-08-24-14,74392917
2013-08-24-15,78140567
2013-08-24-16,78028406
2013-08-24-17,78364622
2013-08-24-18,77318740
2013-08-24-19,76554114
2013-08-24-20,78071780
2013-08-24-21,77652984
2013-08-24-22,74363455
2013-08-24-23,68190460
2013-08-25-0,62647869
2013-08-25-1,59849142
2013-08-25-2,60971064
2013-08-25-3,61817473
2013-08-25-4,60583757
2013-08-25-5,58154180
2013-08-25-6,57040746
2013-08-25-7,57202249
2013-08-25-8,60476045
2013-08-25-9,63189163
2013-08-25-10,66623754
2013-08-25-11,67847883
2013-08-25-12,72320737
2013-08-25-13,75928954
2013-08-25-14,81745534
2013-08-25-15,85201393
2013-08-25-16,85549877
2013-08-25-17,84886158
2013-08-25-18,84422922
2013-08-25-19,83912819
2013-08-25-20,85831764
2013-08-25-21,86182288
2013-08-25-22,80443762
2013-08-25-23,74017151
2013-08-26-0,67907684
2013-08-26-1,67146526
2013-08-26-2,67422494
2013-08-26-3,69458357
2013-08-26-4,66192358
2013-08-26-5,61457448
2013-08-26-6,59425303
2013-08-26-7,61756209
2013-08-26-8,65281104
2013-08-26-9,68774633
2013-08-26-10,70897099
2013-08-26-11,70921266
2013-08-26-12,76245418
2013-08-26-13,81938371
2013-08-26-14,87128197
2013-08-26-15,88379619
2013-08-26-16,86159824
2013-08-26-17,83412775
2013-08-26-18,82992314
2013-08-26-19,83937078
2013-08-26-20,85189834
2013-08-26-21,85032584
2013-08-26-22,81952315
2013-08-26-23,75054064
2013-08-27-0,69692994
2013-08-27-1,68836750
2013-08-27-2,69283298
2013-08-27-3,67893648
2013-08-27-4,65026336
2013-08-27-5,60686789
2013-08-27-6,58969651
2013-08-27-7,61490202
2013-08-27-8,65361992
2013-08-27-9,67896049
2013-08-27-10,69874315
2013-08-27-11,70867340
2013-08-27-12,76656317
2013-08-27-13,82549856
2013-08-27-14,87043331
2013-08-27-15,88423469
2013-08-27-16,85150784
2013-08-27-17,83027416
2013-08-27-18,83165534
